FIPS,State,Area_name,Median_Income
20191,KS,Sumner,50844
20193,KS,Thomas,47654
20195,KS,Trego,43668
20197,KS,Wabaunsee,54414
20199,KS,Wallace,46082
20201,KS,Washington,43897
20203,KS,Wichita,51286
20205,KS,Wilson,41073
20207,KS,Woodson,40971
20209,KS,Wyandotte,38728
21001,KY,Adair,31710
21003,KY,Allen,39798
21005,KY,Anderson,52852
21007,KY,Ballard,42712
21009,KY,Barren,38370
21011,KY,Bath,33752
21013,KY,Bell,25761
21015,KY,Boone,65274
21017,KY,Bourbon,40045
21019,KY,Boyd,41443
21021,KY,Boyle,43585
21023,KY,Bracken,43222
21025,KY,Breathitt,26869
21027,KY,Breckinridge,40107
21029,KY,Bullitt,57462
21031,KY,Butler,36670
21033,KY,Caldwell,37317
21035,KY,Calloway,37977
21037,KY,Campbell,53321
21039,KY,Carlisle,38283
21041,KY,Carroll,41792
21043,KY,Carter,34767
21045,KY,Casey,29303
21047,KY,Christian,41333
21049,KY,Clark,45516
21051,KY,Clay,24173
21053,KY,Clinton,27443
21055,KY,Crittenden,37372
21057,KY,Cumberland,30043
21059,KY,Daviess,46908
21061,KY,Edmonson,36324
21063,KY,Elliott,29544
21065,KY,Estill,30388
21067,KY,Fayette,47959
21069,KY,Fleming,35454
21071,KY,Floyd,31229
21073,KY,Franklin,46309
21075,KY,Fulton,28550
21077,KY,Gallatin,44142
21079,KY,Garrard,42853
21081,KY,Grant,43861
21083,KY,Graves,39960
21085,KY,Grayson,32813
21087,KY,Green,32309
21089,KY,Greenup,44581
21091,KY,Hancock,50809
21093,KY,Hardin,48327
21095,KY,Harlan,25460
21097,KY,Harrison,42228
21099,KY,Hart,33588
21101,KY,Henderson,42492
21103,KY,Henry,48245
21105,KY,Hickman,38733
21107,KY,Hopkins,40782
21109,KY,Jackson,28759
21111,KY,Jefferson,47495
21113,KY,Jessamine,52011
21115,KY,Johnson,34593
21117,KY,Kenton,53949
21119,KY,Knott,32294
21121,KY,Knox,26220
21123,KY,Larue,41537
21125,KY,Laurel,35372
21127,KY,Lawrence,33469
21129,KY,Lee,25767
21131,KY,Leslie,29008
21133,KY,Letcher,31799
21135,KY,Lewis,30443
21137,KY,Lincoln,35092
21139,KY,Livingston,41177
21141,KY,Logan,39513
21143,KY,Lyon,43311
21145,KY,McCracken,42069
21147,KY,McCreary,24406
21149,KY,McLean,38128
21151,KY,Madison,44845
21153,KY,Magoffin,29817
21155,KY,Marion,39665
21157,KY,Marshall,44157
21159,KY,Martin,26931
21161,KY,Mason,42329
21163,KY,Meade,45984
21165,KY,Menifee,30047
21167,KY,Mercer,43903
21169,KY,Metcalfe,30899
21171,KY,Monroe,29900
21173,KY,Montgomery,41326
21175,KY,Morgan,31579
21177,KY,Muhlenberg,37048
21179,KY,Nelson,49444
21181,KY,Nicholas,37006
21183,KY,Ohio,40622
21185,KY,Oldham,86580
21187,KY,Owen,42134
21189,KY,Owsley,22715
21191,KY,Pendleton,45570
21193,KY,Perry,32300
21195,KY,Pike,35071
21197,KY,Powell,31923
21199,KY,Pulaski,34355
21201,KY,Robertson,38101
21203,KY,Rockcastle,33131
21205,KY,Rowan,37690
21207,KY,Russell,30985
21209,KY,Scott,61906
21211,KY,Shelby,56808
21213,KY,Simpson,39117
21215,KY,Spencer,66711
21217,KY,Taylor,36599
21219,KY,Todd,38533
21221,KY,Trigg,43416
21223,KY,Trimble,45394
21225,KY,Union,44595
21227,KY,Warren,48137
21229,KY,Washington,42500
21231,KY,Wayne,29878
21233,KY,Webster,40881
21235,KY,Whitley,30878
21237,KY,Wolfe,25657
21239,KY,Woodford,59233
22001,LA,Acadia Parish,38788
22003,LA,Allen Parish,38122
22005,LA,Ascension Parish,70303
22007,LA,Assumption Parish,44749
22009,LA,Avoyelles Parish,33240
22011,LA,Beauregard Parish,46225
22013,LA,Bienville Parish,33790
22015,LA,Bossier Parish,51899
22017,LA,Caddo Parish,39776
22019,LA,Calcasieu Parish,43779
22021,LA,Caldwell Parish,35987
22023,LA,Cameron Parish,51709
22025,LA,Catahoula Parish,33557
22027,LA,Claiborne Parish,34390
22029,LA,Concordia Parish,30432
22031,LA,De Soto Parish,39403
22033,LA,East Baton Rouge Parish,47770
22035,LA,East Carroll Parish,26781
22037,LA,East Feliciana Parish,41578
22039,LA,Evangeline Parish,32130
22041,LA,Franklin Parish,31243
22043,LA,Grant Parish,41208
22045,LA,Iberia Parish,41185
22047,LA,Iberville Parish,40449
22049,LA,Jackson Parish,35730
22051,LA,Jefferson Parish,46547
22053,LA,Jefferson Davis Parish,40760
22055,LA,Lafayette Parish,54978
22057,LA,Lafourche Parish,52115
22059,LA,LaSalle Parish,42104
22061,LA,Lincoln Parish,34667
22063,LA,Livingston Parish,53118
22065,LA,Madison Parish,26745
22067,LA,Morehouse Parish,28951
22069,LA,Natchitoches Parish,35165
22071,LA,Orleans Parish,36240
22073,LA,Ouachita Parish,39976
22075,LA,Plaquemines Parish,51306
22077,LA,Pointe Coupee Parish,42129
22079,LA,Rapides Parish,39411
22081,LA,Red River Parish,35762
22083,LA,Richland Parish,32477
22085,LA,Sabine Parish,37864
22087,LA,St. Bernard Parish,40705
22089,LA,St. Charles Parish,56163
22091,LA,St. Helena Parish,34229
22093,LA,St. James Parish,48358
22095,LA,St. John the Baptist Parish,47389
22097,LA,St. Landry Parish,33781
22099,LA,St. Martin Parish,42110
22101,LA,St. Mary Parish,39608
22103,LA,St. Tammany Parish,61655
22105,LA,Tangipahoa Parish,40228
22107,LA,Tensas Parish,28021
22109,LA,Terrebonne Parish,51716
22111,LA,Union Parish,35825
22113,LA,Vermilion Parish,43434
22115,LA,Vernon Parish,42772
22117,LA,Washington Parish,31630
22119,LA,Webster Parish,35762
22121,LA,West Baton Rouge Parish,48848
22123,LA,West Carroll Parish,34611
22125,LA,West Feliciana Parish,52626
22127,LA,Winn Parish,35674
23001,ME,Androscoggin,44097
23003,ME,Aroostook,37092
23005,ME,Cumberland,55020
23007,ME,Franklin,41154
23009,ME,Hancock,44463
23011,ME,Kennebec,45151
23013,ME,Knox,48352
23015,ME,Lincoln,48908
23017,ME,Oxford,38932
23019,ME,Penobscot,43615
23021,ME,Piscataquis,36553
23023,ME,Sagadahoc,52279
23025,ME,Somerset,38279
23027,ME,Waldo,43203
23029,ME,Washington,35754
23031,ME,York,55163
24001,MD,Allegany,39994
24003,MD,Anne Arundel,85685
24005,MD,Baltimore,64624
24009,MD,Calvert,91993
24011,MD,Caroline,46015
24013,MD,Carroll,82073
24015,MD,Cecil,64880
24017,MD,Charles,87577
24019,MD,Dorchester,42542
24021,MD,Frederick,83489
24023,MD,Garrett,44404
24025,MD,Harford,77453
24027,MD,Howard,108503
24029,MD,Kent,55695
24031,MD,Montgomery,97873
24033,MD,Prince George's,71682
24035,MD,Queen Anne's,80143
24037,MD,St. Mary's,78274
24039,MD,Somerset,36106
24041,MD,Talbot,57525
24043,MD,Washington,55643
24045,MD,Wicomico,47536
24047,MD,Worcester,52276
24510,MD,Baltimore city,41988
25001,MA,Barnstable,60685
25003,MA,Berkshire,51431
25005,MA,Bristol,53626
25007,MA,Dukes,58276
25009,MA,Essex,67235
25011,MA,Franklin,51828
25013,MA,Hampden,48560
25015,MA,Hampshire,61911
25017,MA,Middlesex,82118
25019,MA,Nantucket/town,71259
25021,MA,Norfolk,83830
25023,MA,Plymouth,75264
25025,MA,Suffolk,54164
25027,MA,Worcester,62268
26001,MI,Alcona,36334
26003,MI,Alger,38821
26005,MI,Allegan,55274
26007,MI,Alpena,38784
26009,MI,Antrim,46890
26011,MI,Arenac,38201
26013,MI,Baraga,40402
26015,MI,Barry,51040
26017,MI,Bay,42305
26019,MI,Benzie,43145
26021,MI,Berrien,44291
26023,MI,Branch,43947
26025,MI,Calhoun,44343
26027,MI,Cass,42875
26029,MI,Charlevoix,45629
26031,MI,Cheboygan,37949
26033,MI,Chippewa,45416
26035,MI,Clare,33605
26037,MI,Clinton,61733
26039,MI,Crawford,37627
26041,MI,Delta,41287
26043,MI,Dickinson,43290
26045,MI,Eaton,53764
26047,MI,Emmet,48399
26049,MI,Genesee,41393
26051,MI,Gladwin,35049
26053,MI,Gogebic,33679
26055,MI,Grand Traverse,50755
26057,MI,Gratiot,42026
26059,MI,Hillsdale,40363
26061,MI,Houghton,36947
26063,MI,Huron,41044
26065,MI,Ingham,44979
26067,MI,Ionia,49047
26069,MI,Iosco,36103
26071,MI,Iron,34698
26073,MI,Isabella,39991
26075,MI,Jackson,45002
26077,MI,Kalamazoo,46445
26079,MI,Kalkaska,39269
26081,MI,Kent,51997
26083,MI,Keweenaw,37229
26085,MI,Lake,30656
26087,MI,Lapeer,53506
26089,MI,Leelanau,56335
26091,MI,Lenawee,46693
26093,MI,Livingston,71075
26095,MI,Luce,38284
26097,MI,Mackinac,38839
26099,MI,Macomb,52954
26101,MI,Manistee,41258
26103,MI,Marquette,45170
26105,MI,Mason,40438
26107,MI,Mecosta,39764
26109,MI,Menominee,40866
26111,MI,Midland,53007
26113,MI,Missaukee,40226
26115,MI,Monroe,55745
26117,MI,Montcalm,40790
26119,MI,Montmorency,33742
26121,MI,Muskegon,41556
26123,MI,Newaygo,43238
26125,MI,Oakland,67281
26127,MI,Oceana,43134
26129,MI,Ogemaw,34778
26131,MI,Ontonagon,33116
26133,MI,Osceola,38407
26135,MI,Oscoda,31094
26137,MI,Otsego,47016
26139,MI,Ottawa,57994
26141,MI,Presque Isle,38648
26143,MI,Roscommon,31690
26145,MI,Saginaw,41510
26147,MI,St. Clair,49949
26149,MI,St. Joseph,43891
26151,MI,Sanilac,41502
26153,MI,Schoolcraft,38514
26155,MI,Shiawassee,43839
26157,MI,Tuscola,41441
26159,MI,Van Buren,44782
26161,MI,Washtenaw,59965
26163,MI,Wayne,40485
26165,MI,Wexford,39566
27001,MN,Aitkin,41784
27003,MN,Anoka,70619
27005,MN,Becker,49183
27007,MN,Beltrami,42364
27009,MN,Benton,51564
27011,MN,Big Stone,44637
27013,MN,Blue Earth,51283
27015,MN,Brown,52061
27017,MN,Carlton,52670
27019,MN,Carver,86759
27021,MN,Cass,48367
27023,MN,Chippewa,55232
27025,MN,Chisago,71397
27027,MN,Clay,52567
27029,MN,Clearwater,44123
27031,MN,Cook,48124
27033,MN,Cottonwood,45453
27035,MN,Crow Wing,48661
27037,MN,Dakota,73833
27039,MN,Dodge,73799
27041,MN,Douglas,52122
27043,MN,Faribault,47191
27045,MN,Fillmore,51323
27047,MN,Freeborn,47698
27049,MN,Goodhue,61428
27051,MN,Grant,49618
27053,MN,Hennepin,64331
27055,MN,Houston,51160
27057,MN,Hubbard,46530
27059,MN,Isanti,58436
27061,MN,Itasca,46834
27063,MN,Jackson,56397
27065,MN,Kanabec,46940
27067,MN,Kandiyohi,53290
27069,MN,Kittson,48458
27071,MN,Koochiching,44817
27073,MN,Lac qui Parle,46805
27075,MN,Lake,50875
27077,MN,Lake of the Woods,42644
27079,MN,Le Sueur,60190
27081,MN,Lincoln,48205
27083,MN,Lyon,51011
27085,MN,McLeod,54971
27087,MN,Mahnomen,39706
27089,MN,Marshall,53692
27091,MN,Martin,51118
27093,MN,Meeker,55327
27095,MN,Mille Lacs,48978
27097,MN,Morrison,48716
27099,MN,Mower,50479
27101,MN,Murray,53300
27103,MN,Nicollet,58620
27105,MN,Nobles,50936
27107,MN,Norman,45276
27109,MN,Olmsted,65829
27111,MN,Otter Tail,48157
27113,MN,Pennington,47300
27115,MN,Pine,43026
27117,MN,Pipestone,47613
27119,MN,Polk,52706
27121,MN,Pope,55404
27123,MN,Ramsey,56293
27125,MN,Red Lake,45019
27127,MN,Redwood,50453
27129,MN,Renville,53823
27131,MN,Rice,58644
27133,MN,Rock,54045
27135,MN,Roseau,51576
27137,MN,St. Louis,46022
27139,MN,Scott,85481
27141,MN,Sherburne,74915
27143,MN,Sibley,56007
27145,MN,Stearns,56705
27147,MN,Steele,53932
27149,MN,Stevens,56140
27151,MN,Swift,52083
27153,MN,Todd,43974
27155,MN,Traverse,50451
27157,MN,Wabasha,52617
27159,MN,Wadena,39805
27161,MN,Waseca,53448
27163,MN,Washington,81052
27165,MN,Watonwan,48064
27167,MN,Wilkin,52849
27169,MN,Winona,49636
27171,MN,Wright,71999
27173,MN,Yellow Medicine,50311
28001,MS,Adams,31385
28003,MS,Alcorn,33467
28005,MS,Amite,33571
28007,MS,Attala,31644
28009,MS,Benton,30198
28011,MS,Bolivar,29622
28013,MS,Calhoun,32656
28015,MS,Carroll,37283
28017,MS,Chickasaw,32525
28019,MS,Choctaw,32922
28021,MS,Claiborne,25438
28023,MS,Clarke,34141
28025,MS,Clay,30935
28027,MS,Coahoma,27500
28029,MS,Copiah,32060
28031,MS,Covington,32999
28033,MS,DeSoto,59043
28035,MS,Forrest,34391
28037,MS,Franklin,35963
28039,MS,George,43597
28041,MS,Greene,38192
28043,MS,Grenada,31703
28045,MS,Hancock,43870
28047,MS,Harrison,41657
28049,MS,Hinds,34826
28051,MS,Holmes,22674
28053,MS,Humphreys,22599
28055,MS,Issaquena,31254
28057,MS,Itawamba,39927
28059,MS,Jackson,47813
28061,MS,Jasper,33606
28063,MS,Jefferson,26401
28065,MS,Jefferson Davis,27754
28067,MS,Jones,36204
28069,MS,Kemper,30849
28071,MS,Lafayette,40749
28073,MS,Lamar,51337
28075,MS,Lauderdale,35038
28077,MS,Lawrence,36317
28079,MS,Leake,34099
28081,MS,Lee,43221
28083,MS,Leflore,24704
28085,MS,Lincoln,33632
28087,MS,Lowndes,38839
28089,MS,Madison,64657
28091,MS,Marion,32628
28093,MS,Marshall,36728
28095,MS,Monroe,36264
28097,MS,Montgomery,30128
28099,MS,Neshoba,34719
28101,MS,Newton,36904
28103,MS,Noxubee,26459
28105,MS,Oktibbeha,33594
28107,MS,Panola,33129
28109,MS,Pearl River,41706
28111,MS,Perry,34771
28113,MS,Pike,30835
28115,MS,Pontotoc,40245
28117,MS,Prentiss,34219
28119,MS,Quitman,26100
28121,MS,Rankin,55838
28123,MS,Scott,31850
28125,MS,Sharkey,27380
28127,MS,Simpson,35039
28129,MS,Smith,36581
28131,MS,Stone,40294
28133,MS,Sunflower,28562
28135,MS,Tallahatchie,29780
28137,MS,Tate,40624
28139,MS,Tippah,35908
28141,MS,Tishomingo,35891
28143,MS,Tunica,30033
28145,MS,Union,40148
28147,MS,Walthall,30289
28149,MS,Warren,41883
28151,MS,Washington,28948
28153,MS,Wayne,31688
28155,MS,Webster,34930
28157,MS,Wilkinson,26373
28159,MS,Winston,30961
28161,MS,Yalobusha,32660
28163,MS,Yazoo,28757
29001,MO,Adair,35282
29003,MO,Andrew,54185
29005,MO,Atchison,43215
29007,MO,Audrain,41164
29009,MO,Barry,36573
29011,MO,Barton,37723
29013,MO,Bates,38586
29015,MO,Benton,32563
29017,MO,Bollinger,37627
29019,MO,Boone,49118
29021,MO,Buchanan,43461
29023,MO,Butler,35381
29025,MO,Caldwell,41546
29027,MO,Callaway,45573
29029,MO,Camden,41314
29031,MO,Cape Girardeau,44248
29033,MO,Carroll,41279
29035,MO,Carter,30017
29037,MO,Cass,63031
29039,MO,Cedar,30816
29041,MO,Chariton,40352
29043,MO,Christian,51394
29045,MO,Clark,39712
29047,MO,Clay,60641
29049,MO,Clinton,52461
29051,MO,Cole,52023
29053,MO,Cooper,44397
29055,MO,Crawford,37299
29057,MO,Dade,36720
29059,MO,Dallas,37540
29061,MO,Daviess,38332
29063,MO,DeKalb,44286
29065,MO,Dent,34761
29067,MO,Douglas,31289
29069,MO,Dunklin,32050
29071,MO,Franklin,51138
29073,MO,Gasconade,41270
29075,MO,Gentry,39265
29077,MO,Greene,38525
29079,MO,Grundy,37172
29081,MO,Harrison,36229
29083,MO,Henry,39666
29085,MO,Hickory,30040
29087,MO,Holt,41213
29089,MO,Howard,41356
29091,MO,Howell,31665
29093,MO,Iron,32994
29095,MO,Jackson,46802
29097,MO,Jasper,40530
29099,MO,Jefferson,55305
29101,MO,Johnson,45011
29103,MO,Knox,34894
29105,MO,Laclede,36632
29107,MO,Lafayette,46878
29109,MO,Lawrence,38724
29111,MO,Lewis,41187
29113,MO,Lincoln,54144
29115,MO,Linn,37773
29117,MO,Livingston,38839
29119,MO,McDonald,35915
29121,MO,Macon,38110
29123,MO,Madison,33631
29125,MO,Maries,40404
29127,MO,Marion,40981
29129,MO,Mercer,38726
29131,MO,Miller,36552
29133,MO,Mississippi,31421
29135,MO,Moniteau,46123
29137,MO,Monroe,38940
29139,MO,Montgomery,39750
29141,MO,Morgan,32761
29143,MO,New Madrid,34927
29145,MO,Newton,41440
29147,MO,Nodaway,41952
29149,MO,Oregon,29464
29151,MO,Osage,48990
29153,MO,Ozark,30799
29155,MO,Pemiscot,28664
29157,MO,Perry,53798
29159,MO,Pettis,39527
29161,MO,Phelps,38930
29163,MO,Pike,39499
29165,MO,Platte,68411
29167,MO,Polk,38023
29169,MO,Pulaski,49499
29171,MO,Putnam,34106
29173,MO,Ralls,49393
29175,MO,Randolph,38988
29177,MO,Ray,52430
29179,MO,Reynolds,32089
29181,MO,Ripley,30843
29183,MO,St. Charles,70468
29185,MO,St. Clair,30612
29186,MO,Ste. Genevieve,48266
29187,MO,St. Francois,37696
29189,MO,St. Louis,59284
29195,MO,Saline,38230
29197,MO,Schuyler,36029
29199,MO,Scotland,36511
29201,MO,Scott,40441
29203,MO,Shannon,26538
29205,MO,Shelby,40420
29207,MO,Stoddard,37689
29209,MO,Stone,39018
29211,MO,Sullivan,37039
29213,MO,Taney,34860
29215,MO,Texas,34266
29217,MO,Vernon,35090
29219,MO,Warren,52517
29221,MO,Washington,33491
29223,MO,Wayne,31208
29225,MO,Webster,44069
29227,MO,Worth,37832
29229,MO,Wright,29605
29510,MO,St. Louis city,34346
30001,MT,Beaverhead,40054
30003,MT,Big Horn,38026
30005,MT,Blaine,35215
30007,MT,Broadwater,46246
30009,MT,Carbon,46413
30011,MT,Carter,39017
30013,MT,Cascade,43674
30015,MT,Chouteau,41177
30017,MT,Custer,43958
30019,MT,Daniels,51400
30021,MT,Dawson,50650
30023,MT,Deer Lodge,37542
30025,MT,Fallon,59083
30027,MT,Fergus,41111
30029,MT,Flathead,46885
30031,MT,Gallatin,56680
30033,MT,Garfield,38663
30035,MT,Glacier,33648
30037,MT,Golden Valley,36747
30039,MT,Granite,41391
30041,MT,Hill,43244
30043,MT,Jefferson,59001
30045,MT,Judith Basin,41731
30047,MT,Lake,39219
30049,MT,Lewis and Clark,53982
30051,MT,Liberty,39073
30053,MT,Lincoln,34926
30055,MT,McCone,41918
30057,MT,Madison,44046
30059,MT,Meagher,35694
30061,MT,Mineral,36169
30063,MT,Missoula,45895
30065,MT,Musselshell,39403
30067,MT,Park,42439
30069,MT,Petroleum,37276
30071,MT,Phillips,40202
30073,MT,Pondera,40694
30075,MT,Powder River,43107
30077,MT,Powell,39820
30079,MT,Prairie,41843
30081,MT,Ravalli,39487
30083,MT,Richland,64171
30085,MT,Roosevelt,34291
30087,MT,Rosebud,50597
30089,MT,Sanders,34847
30091,MT,Sheridan,50292
30093,MT,Silver Bow,40691
30095,MT,Stillwater,58109
30097,MT,Sweet Grass,43146
30099,MT,Teton,43828
30101,MT,Toole,44252
30103,MT,Treasure,48282
30105,MT,Valley,45747
30107,MT,Wheatland,32519
30109,MT,Wibaux,43722
30111,MT,Yellowstone,52079
31001,NE,Adams,52267
31003,NE,Antelope,48814
31005,NE,Arthur,39874
31007,NE,Banner,46769
31009,NE,Blaine,38323
31011,NE,Boone,50156
31013,NE,Box Butte,54120
31015,NE,Boyd,39838
31017,NE,Brown,39861
31019,NE,Buffalo,52333
31021,NE,Burt,47749
31023,NE,Butler,46211
31025,NE,Cass,63738
31027,NE,Cedar,56300
31029,NE,Chase,52924
31031,NE,Cherry,43229
31033,NE,Cheyenne,53430
31035,NE,Clay,50587
31037,NE,Colfax,51103
31039,NE,Cuming,50252
31041,NE,Custer,44608
31043,NE,Dakota,45631
31045,NE,Dawes,39507
31047,NE,Dawson,44976
31049,NE,Deuel,48523
31051,NE,Dixon,47637
31053,NE,Dodge,48671
31055,NE,Douglas,51959
31057,NE,Dundy,47098
31059,NE,Fillmore,52606
31061,NE,Franklin,44871
31063,NE,Frontier,48258
31065,NE,Furnas,41446
31067,NE,Gage,45212
31069,NE,Garden,38837
31071,NE,Garfield,40758
31073,NE,Gosper,58357
31075,NE,Grant,44778
31077,NE,Greeley,42743
31079,NE,Hall,49750
31081,NE,Hamilton,54663
31083,NE,Harlan,45806
31085,NE,Hayes,51101
31087,NE,Hitchcock,40217
31089,NE,Holt,44518
31091,NE,Hooker,39377
31093,NE,Howard,49496
31095,NE,Jefferson,46252
31097,NE,Johnson,46456
31099,NE,Kearney,57823
31101,NE,Keith,42851
31103,NE,Keya Paha,41491
31105,NE,Kimball,45023
31107,NE,Knox,41066
31109,NE,Lancaster,52275
31111,NE,Lincoln,52395
31113,NE,Logan,48688
31115,NE,Loup,41192
31117,NE,McPherson,40834
31119,NE,Madison,45738
31121,NE,Merrick,50317
31123,NE,Morrill,47296
31125,NE,Nance,45091
31127,NE,Nemaha,48892
31129,NE,Nuckolls,44139
31131,NE,Otoe,52565
31133,NE,Pawnee,38735
31135,NE,Perkins,53893
31137,NE,Phelps,53607
31139,NE,Pierce,50807
31141,NE,Platte,52368
31143,NE,Polk,56618
31145,NE,Red Willow,44826
31147,NE,Richardson,41679
31149,NE,Rock,40870
31151,NE,Saline,49047
31153,NE,Sarpy,67740
31155,NE,Saunders,61174
31157,NE,Scotts Bluff,43406
31159,NE,Seward,59053
31161,NE,Sheridan,38411
31163,NE,Sherman,41224
31165,NE,Sioux,48313
31167,NE,Stanton,54263
31169,NE,Thayer,43938
31171,NE,Thomas,43247
31173,NE,Thurston,38558
31175,NE,Valley,44105
31177,NE,Washington,66160
31179,NE,Wayne,49981
31181,NE,Webster,42305
31183,NE,Wheeler,37495
31185,NE,York,56687
32001,NV,Churchill,50158
32003,NV,Clark,51071
32005,NV,Douglas,56613
32007,NV,Elko,71354
32009,NV,Esmeralda,41075
32011,NV,Eureka,66592
32013,NV,Humboldt,66290
32015,NV,Lander,69658
32017,NV,Lincoln,44366
32019,NV,Lyon,46526
32021,NV,Mineral,40496
32023,NV,Nye,42998
32027,NV,Pershing,51548
32029,NV,Storey,59785
32031,NV,Washoe,53565
32033,NV,White Pine,52588
32510,NV,Carson City,47476
33001,NH,Belknap,57568
33003,NH,Carroll,50598
33005,NH,Cheshire,52246
33007,NH,Coos,40917
33009,NH,Grafton,55131
33011,NH,Hillsborough,67162
33013,NH,Merrimack,64068
33015,NH,Rockingham,74785
33017,NH,Strafford,59290
33019,NH,Sullivan,52114
34001,NJ,Atlantic,51668
34003,NJ,Bergen,81615
34005,NJ,Burlington,76868
34007,NJ,Camden,57641
34009,NJ,Cape May,56520
34011,NJ,Cumberland,45850
34013,NJ,Essex,53358
34015,NJ,Gloucester,71137
34017,NJ,Hudson,55699
34019,NJ,Hunterdon,107203
34021,NJ,Mercer,70575
34023,NJ,Middlesex,76515
34025,NJ,Monmouth,83424
34027,NJ,Morris,99950
34029,NJ,Ocean,59888
34031,NJ,Passaic,57426
34033,NJ,Salem,58483
34035,NJ,Somerset,96947
34037,NJ,Sussex,85747
34039,NJ,Union,64272
34041,NJ,Warren,68011
35001,NM,Bernalillo,48053
35003,NM,Catron,32644
35005,NM,Chaves,41388
35006,NM,Cibola,36307
35007,NM,Colfax,37152
35009,NM,Curry,39186
35011,NM,De Baca,33045
35013,NM,Dona Ana,36831
35015,NM,Eddy,49865
35017,NM,Grant,39220
35019,NM,Guadalupe,29924
35021,NM,Harding,37520
35023,NM,Hidalgo,32993
35025,NM,Lea,53556
35027,NM,Lincoln,40756
35028,NM,Los Alamos,110930
35029,NM,Luna,28040
35031,NM,McKinley,27790
35033,NM,Mora,29263
35035,NM,Otero,41960
35037,NM,Quay,30496
35039,NM,Rio Arriba,36716
35041,NM,Roosevelt,35322
35043,NM,Sandoval,56190
35045,NM,San Juan,44417
35047,NM,San Miguel,31222
35049,NM,Santa Fe,51697
35051,NM,Sierra,29680
35053,NM,Socorro,32090
35055,NM,Taos,33021
35057,NM,Torrance,35046
35059,NM,Union,37902
35061,NM,Valencia,41412
36001,NY,Albany,55778
36003,NY,Allegany,41849
36005,NY,Bronx,33079
36007,NY,Broome,45142
36009,NY,Cattaraugus,40936
36011,NY,Cayuga,48976
36013,NY,Chautauqua,40468
36015,NY,Chemung,45337
36017,NY,Chenango,44328
36019,NY,Clinton,45900
36021,NY,Columbia,57094
36023,NY,Cortland,46163
36025,NY,Delaware,43380
36027,NY,Dutchess,69300
36029,NY,Erie,51123
36031,NY,Essex,46337
36033,NY,Franklin,42672
36035,NY,Fulton,42264
36037,NY,Genesee,42641
36039,NY,Greene,50190
36041,NY,Hamilton,45737
36043,NY,Herkimer,42460
36045,NY,Jefferson,46510
36047,NY,Kings,47067
36049,NY,Lewis,45926
36051,NY,Livingston,51901
36053,NY,Madison,51057
36055,NY,Monroe,51722
36057,NY,Montgomery,43880
36059,NY,Nassau,95395
36061,NY,New York,71443
36063,NY,Niagara,46752
36065,NY,Oneida,44031
36067,NY,Onondaga,52055
36069,NY,Ontario,57846
36071,NY,Orange,68249
36073,NY,Orleans,43876
36075,NY,Oswego,46281
36077,NY,Otsego,47689
36079,NY,Putnam,92014
36081,NY,Queens,56307
36083,NY,Rensselaer,56643
36085,NY,Richmond,68621
36087,NY,Rockland,80132
36089,NY,St. Lawrence,43556
36091,NY,Saratoga,69917
36093,NY,Schenectady,53978
36095,NY,Schoharie,49307
36097,NY,Schuyler,44080
36099,NY,Seneca,45265
36101,NY,Steuben,46540
36103,NY,Suffolk,84940
36105,NY,Sullivan,46928
36107,NY,Tioga,51026
36109,NY,Tompkins,49457
36111,NY,Ulster,56933
36113,NY,Warren,52552
36115,NY,Washington,48522
36117,NY,Wayne,50603
36119,NY,Westchester,83094
36121,NY,Wyoming,51676
36123,NY,Yates,45509
37001,NC,Alamance,43001
37003,NC,Alexander,46064
37005,NC,Alleghany,37086
37007,NC,Anson,33443
37009,NC,Ashe,35155
37011,NC,Avery,34933
37013,NC,Beaufort,39043
37015,NC,Bertie,31610
37017,NC,Bladen,33971
37019,NC,Brunswick,47799
37021,NC,Buncombe,45738
37023,NC,Burke,36150
37025,NC,Cabarrus,55046
37027,NC,Caldwell,34811
37029,NC,Camden,60537
37031,NC,Carteret,46227
37033,NC,Caswell,37122
37035,NC,Catawba,43777
37037,NC,Chatham,56981
37039,NC,Cherokee,34476
37041,NC,Chowan,39143
37043,NC,Clay,37078
37045,NC,Cleveland,40528
37047,NC,Columbus,35026
37049,NC,Craven,45022
37051,NC,Cumberland,44038
37053,NC,Currituck,57577
37055,NC,Dare,52083
37057,NC,Davidson,40424
37059,NC,Davie,49708
37061,NC,Duplin,38106
37063,NC,Durham,52331
37065,NC,Edgecombe,33080
37067,NC,Forsyth,46163
37069,NC,Franklin,39312
37071,NC,Gaston,42461
37073,NC,Gates,48194
37075,NC,Graham,33553
37077,NC,Granville,48680
37079,NC,Greene,39481
37081,NC,Guilford,46093
37083,NC,Halifax,32597
37085,NC,Harnett,45257
37087,NC,Haywood,39320
37089,NC,Henderson,44561
37091,NC,Hertford,33616
37093,NC,Hoke,43987
37095,NC,Hyde,36681
37097,NC,Iredell,49983
